154,"5.3.CE","Analyze the cause and effect of government-sponsored policies within the United States and Europe related to the status of different groups, to include the Holocaust. This indicator was developed to promote inquiry into the state-sponsored persecution that led to the Holocaust in Europe. This indicator was also developed to promote inquiry into the fight against discrimination toward marginalized groups in America. "
155,"5.3.P","Summarize the U.S. government’s transition away from neutrality policies following World War I that led to its eventual involvement in World War II. This indicator was developed to promote inquiry into how the U.S. government viewed its position in world affairs. Further, inquiry is encouraged through a focus on governmental policies such as Lend Lease, the Neutrality Acts of the 1930s, and the peacetime draft. "
156,"5.3.CX","Contextualize the technological and geographic influence on military strategies in the Pacific and European theaters of war of World War II. This indicator was developed to promote inquiry into how geography played a role in the military strategy in the European and Pacific theaters. The indicator was also developed to encourage inquiry into such strategies as island hopping, the use of technological advancements, and effects of a three front war. "
157,"5.3.CC","Analyze the changes and continuities regarding the United States’ international leadership during the period, including the rebuilding of Europe and the resettlement of displaced persons resulting from the Holocaust. This indicator was developed to promote inquiry into how America’s international leadership evolved before, during, and after World War II. This indicator was also designed to promote inquiry into the different alliances that were formed by the United States, Great Britain, and the Soviet Union to include the Allied Powers, the United Nations, the North Atlantic Treaty Organization, and the Warsaw Pact. "
158,"5.3.E","Analyze multiple perspectives on the economic, political, and social effects of World War II and its aftermath using primary and secondary sources. "
159,"Standard 4","Demonstrate an understanding of the conflicts, innovations, and social changes in the United States, including South Carolina, from 1950–1980. "
160,"Understanding","The United States during the post-World War II period was dominated by a power conflict that pitted former allies against each other over economic and political differences, which affected all aspects of American life at home and abroad. Additionally, various civil rights movements within the United States and South Carolina impacted society. "
161,"5.4.CO","Compare and contrast the capitalist and communist ideologies. This indicator was developed to promote inquiry into how the lifestyles of those living in capitalist countries differed from those living in communist countries. This indicator was also designed to promote inquiry into how the rights of citizens differed in capitalist and communist countries. "
162,"5.4.CE","Analyze the causes and impacts of social movements in the U. "
163,"5.4.P","Summarize the economic, political, and social changes in the U. "
164,"5.4.CX","Contextualize the tension between the United States and the Soviet Union during the Cold War. This indicator was developed to encourage inquiry into how the United States’ and Soviet Union’s governments adopted different ideologies leading to distrust and tension. This indicator was also developed to encourage inquiry into the events surrounding the Cold War, such as the space race, the arms race, and proxy wars (i.e., Korean and Vietnam Wars). "
165,"5.4.CC","Analyze the continuities and changes of race relations in the United States and South Carolina following the Supreme Court decisions of Briggs v. Elliott and Brown v. Board of Education. This indicator was developed to promote inquiry into how race relations in the U. "
166,"5.4.E","Analyze multiple perspectives on the economic, political, and social effects of the Cold War, Space Race, and Civil Rights Movement using primary and secondary sources. "
167,"Standard 5","Demonstrate an understanding of the contemporary global economic, social, and political roles of the United States and South Carolina from 1980–present. "
168,"Understanding","Since the collapse of the Soviet Union and advancements in technology, the world has become more globally interdependent. Additionally, with the rise of terrorism following the September 11, 2001, attacks, foreign policy in the United States has evolved. "
169,"5.5.CO","Compare and contrast the focus of the U.S. as a world leader before and after the September 11, 2001, attacks. This indicator was developed to promote inquiry into how the U. "
170,"5.5.CE","Analyze the impact of digital technologies on the U.S., and describe the impact those technologies had on its global influence. Modern America This indicator was developed to promote inquiry into how technological advancements allowed the U.S. to become more globally connected. This indicator was also designed to promote inquiry into how the expansion of technology through the Internet led to e-commerce. "
171,"5.5.P","Summarize the global involvement of the U.S. using the fall of the Soviet Union as a turning point. This indicator was developed to promote inquiry into the U.S. became role in the economic and political aspects of global affairs. This indicator was also designed to promote inquiry into how the U.S. established itself as a leading partner in handling global conflicts. "
172,"5.5.CX","Contextualize the changes in rural communities in South Carolina within national and global industries. This indicator was developed to promote inquiry into how the development of the Internet and the expansion of technology created change in rural Key Standards Concepts areas. This indicator was also designed to promote inquiry into how the expansion of industry has affected rural areas. "
173,"5.5.CC","Analyze the continuities and changes in U.S. relationships with countries around the world as a result of the economic, political, and social changes in this period. This indicator was developed to promote inquiry into how U.S. relationships with other countries have developed since the collapse of the Soviet Union. "
174,"5.5.E","Analyze multiple perspectives on the economic, political, and social effects of global interdependence after 1980 using primary and secondary sources. Grade 6 World Civilizations Students will study World Civilizations to uncover trends from prehistory to present day. Students will learn what defines civilizations and how geography played a factor in the exchanges, expansion, and formation among and between them. Students will inquire about the various social hierarchies of world civilizations and the changes and continuities of social systems. Students will learn about ancient and classical civilizations and explore their enduring cultural, intellectual, and technological influences. Students will learn about how increased global interactions led to transformations among and between world civilizations. Students will inquire into the development of world civilizations past and present and the connections between Africa, the Americas, Asia, and Europe. Students will continue to explore how these global interactions and exchanges led to cultural, intellectual, and technological advances that have continued to increase societies’ global interconnectedness with one another. Instruction should utilize the historical thinking skills and themes developed for grade six. The progression of developmentally appropriate historical thinking skills begins in kindergarten and builds with each year of history instruction. These historical thinking skills are aligned with the Profile of the South Carolina Graduate of world-class knowledge, world-class skills, and life and career characteristics. The indicators of standard one represent the skills utilized by students in each grade level to further explore the content. These skills have been deconstructed to aid in the scaffolding of student thinking and are not to be taught in isolation. The Social Studies grade-level standards can be categorized into content- and discipline-specific themes. These themes allow for connections to be made between content when teaching chronologically, the ability to teach thematically rather than chronologically, and to support project- or problem- based learning. "
175,"Standard 1","Demonstrate an understanding of the organization and transformation(s) of world civilizations to 550. "
176,"Understanding","Legacies of world civilizations include the arts, governmental structures, science, and technology. World civilizations had reciprocal influence on each other’s growth and development. "
177,"6.1.CO","Compare the development of social systems among the early river valley civilizations. This indicator was developed to prompt inquiry into a comparison between the first agricultural revolutions on the development of social systems within early river civilizations. "
178,"6.1.CE","Summarize how environmental factors influenced the interactions within and between early civilizations. This indicator was developed to promote inquiry into why and how world civilizations began to interact with one another and the results of those global exchanges. "
179,"6.1.P","Analyze the shift from early to classical civilizations and the enduring contributions of classical civilizations. This indicator was developed to promote inquiry into turning points in the organization and transformation of the four major classical civilizations in China, Greece, India, and Rome. This indicator was also developed to foster inquiry into the cultural and technological advancements of the classical civilizations that continue to influence modern societies. "
180,"6.1.CX","Contextualize the origins and spread of major world religions and their enduring influence. This indicator was designed to promote inquiry into the development, basic tenants, and impact of Buddhism, Christianity, Confucianism, Daoism, Hinduism, Islam, and Judaism in relation to place and time. "
181,"6.1.CC","Analyze changes and continuities that influenced the organization and technological advancements of early and classical world civilizations. This indicator was developed to promote inquiry into changes and continuities in the formation and expansion of early and classical world civilizations based on their interactions with their environments. "
182,"6.1.E","Analyze multiple perspectives on the political, intellectual, and social achievements of classical societies through a variety of primary and secondary sources. "
183,"Standard 2","Demonstrate an understanding of the increased global interactions among humans from the end of the classical era to the invention of the printing press (i.e., 550–1450). "
184,"Understanding","World civilizations were developing more complex economic, political, and social systems. As these civilizations became more complex, their global interactions increased resulting in various transformations. "
185,"6.2.CO","Compare the political systems within world civilizations. This indicator was developed to encourage inquiry into the different types of political systems around the world. Further, this indicator was developed to promote inquiry into the feudal Increased Global systems in Japan and Europe, the political structure of the Interactions kingdoms in Asia and Africa, Imperial China, and the Central and South American Empires. "
186,"6.2.CE","Explain the impact of global exchanges among world civilizations. This indicator was developed to encourage inquiry into how environmental factors impacted world societies and encouraged interaction during the period. "
187,"6.2.P","Summarize the increased global exchanges among world societies using the Crusades as a major turning point. This indicator was developed to encourage inquiry into the significance of the Crusades in expanding European trade networks. This indicator was also developed to promote inquiry into the growth of the Ottoman Empire as a result of the Crusades. "
188,"6.2.CX","Contextualize the historical effects of the expansion of the Turks and Mongols on Europe and Asia. This indicator was developed to encourage inquiry into the effects of Turk and Mongol expansion across Asia, North Africa, and much of the Byzantine Empire. "
189,"6.2.CC","Evaluate continuities and changes in cultural and economic interactions between societies in both West Africa and the Americas. This indicator was created to encourage inquiry into the development of the Mali and Ghana Kingdoms, including gold and salt mining and the connection to trade routes. "
190,"6.2.E","Analyze multiple perspectives on the increased interactions among and between world societies through a variety of primary and secondary sources. "
191,"Standard 3","Demonstrate an understanding of the development of the Atlantic World from the invention of the printing press to the Industrial Revolution (i.e., 1450–1760). "
192,"Understanding","European expansion in the 15th through 18th centuries was driven by a desire for economic and political dominance. New technological advances made exploration possible. Exploration increased global interactions, which resulted in significant economic, Development of political, and social transformations around the world. As a result, the Atlantic World dominant societies emerged which led to a struggle for world power. "
193,"6.3.CO","Compare European motivations for exploration and settlement. This indicator was developed to encourage inquiry into European motivations for exploration and settlement as a result of the closing of the Silk Road. This indicator was also written to foster inquiry into the development of the Atlantic World, and the resulting economic, political, and social transformations in European, American, and African societies. "
194,"6.3.CE","Explain the impact of increased global exchanges on the development of the Atlantic World. This indicator was developed to encourage inquiry into the growing interconnectedness between Europe, Africa, and the Americas, which led to increased global exchanges throughout the Atlantic World. The indicator also encourages inquiry into the development of human labor systems, cultural interactions, and the growth of economic markets. "
195,"6.3.P","Summarize the impact of the Transatlantic Slave Trade on ideological, political, and social systems in the Atlantic World. This indicator was developed to encourage inquiry into the impact of the Transatlantic slave trade on Africa, Europe, and the Americas. This indicator promotes inquiry into the beginning of the Transatlantic slave trade, the ideological, economic, and political policies that upheld slavery, and how the slave trade led to the systematic oppression of Africans in the Atlantic World. "
196,"6.3.CX","Contextualize the experience of indigenous peoples due to expansion and the conflict that arose from it. This indicator was developed to encourage inquiry into the impact of Transatlantic interaction with Europeans, Africans, and others on the indigenous populations of the Americas. "
197,"6.3.CC","Analyze the intellectual, political, and social changes in relation to the idea of individual rights from Humanism to the Enlightenment. This indicator was developed to analyze the changes and continuities that occurred in the cultural and intellectual developments of the Renaissance, the Enlightenment, the Scientific Revolution, the Protestant Reformation, and the Catholic Counter-Reformation. "
198,"6.3.E","Analyze the short and long term impact of the Atlantic World's growth using primary and secondary sources across multiple perspectives. "
199,"Standard 4","Demonstrate an understanding of how increased global exchanges promoted revolution from 1760 to the beginning of the 20th Century. "
200,"Understanding","Global exchanges are characterized by interaction within and between societies. As these exchanges increased, economic, political, and social revolutions occurred resulting in fundamental changes to economies, governments, and social hierarchies around the world. "
201,"6.4.CO","Compare the political revolutions which resulted from the Enlightenment This indicator was developed to encourage inquiry into how the expansion of individual rights led to a period of political revolutions around the world from 1760–1820. "
202,"6.4.CE","Analyze the economic, political, and social impacts of colonialism and the rise of imperialism. This indicator was developed to promote inquiry into the rise Global Exchanges of imperialism from 1820–1919. The indicator also promotes and Revolutions inquiry into how the birth of the Industrial Revolution and the resulting rise of colonialism and imperialism impacted the world significantly. "
203,"6.4.P","Summarize the local and global impacts of the Industrial Revolution. This indicator was developed to promote inquiry into the impact of the Industrial Revolution on economic, political, and social aspects of countries around the world from 1760–1919. "
204,"6.4.CX","Contextualize the environmental impact of the Industrial Revolution. This indicator was developed to promote inquiry into the relationship between the environment and the Agricultural Revolution, the Industrial Revolution, advanced technologies, and urbanization. "
205,"6.4.CC","Analyze the progression of nationalism in the 19th through the early 20th century. This indicator was developed to promote inquiry into the changes and continuities in political systems from1760–1919. This indicator also promotes inquiry into the spread of nationalism throughout the world. "
206,"6.4.E","Analyze multiple perspectives on increased global interactions and revolutions through a variety of primary and secondary sources. "
207,"Standard 5","Demonstrate an understanding of the development of global interdependence from 1920 to the present. "
208,"Understanding","The modern era has seen an increase in global interdependence culturally, economically, and politically since 1920. The advent of technology has fueled the interconnectedness of the world. Civil rights and independence have been at the forefront of this era; however, tensions remain in how to achieve these goals. "
209,"6.5.CO","Compare the global movements that resulted in the advancement or limitation of human rights during the 20th and 21st centuries. This indicator was developed to encourage inquiry into the changes in human rights and social hierarchies. This indicator also prompts inquiry into the Women’s Suffrage Movement, Global the Civil Rights Movement, the independence movements in Interdependence Africa, Asia, and India, and the end of Apartheid in South Africa. "
210,"6.5.CE","Explain the impact of nationalism on global conflicts and genocides in the 20th and 21st centuries. This indicator was developed to promote inquiry into the cause and effect relationship between nationalism and world wars. This indicator was also developed to promote inquiry into genocide, including the Holocaust, as well as the creation of the Universal Declaration of Human Rights, and the ensuing conflict that resulted from the creation of the state of Israel. "
211,"6.5.P","Analyze the impact of increased global interdependence using the Great Depression and Cold War as major turning points in the 20th century. This indicator was developed to promote inquiry into the global impact of the Great Depression, using the Stock Market Crash of 1929 as a major turning point. This indicator was also developed to promote inquiry into the formation and expansion of states, including the function of supranational organizations, resulting from the Cold War. "
212,"6.5.CX","Contextualize various sustainability efforts amid increasing global interdependence. This indicator was designed to promote inquiry into how countries are addressing cultural, economic, and environmental issues in order to promote local sustainability in an interconnected world. "
213,"6.5.CC","Analyze the progression of technological developments and the resulting cultural diffusion throughout the 20th and 21st centuries. This indicator was developed to promote inquiry into the changes and continuities in cultural and communication technology from the invention of radio and telephone to the personal computer and internet. This indicator also supports inquiry into the changing role of technology at both the business, governmental, and personal levels. "
214,"6.5.E","Analyze multiple perspectives on global interdependence during the 20th and 21st centuries through a variety of primary and secondary sources. Grade 7 Geography of World Regions Seventh grade students will study Earth from a regional perspective, focusing on the continents. Students will study contemporary places and regions to identify how the experiences of people are rooted in places and organized into geographic regions. Students will learn about Earth’s physical conditions (e.g., climate, soils, vegetation) and how these features interact with Earth’s other living features. This course also focuses on human systems and the sum of human activities and characteristics (e.g., culture, ethnicity, gender, language, population, religion) that vary across the Earth’s surface. These systems also include the spatial distribution of population and the movement, settlement patterns, economic systems, and political systems. Students will explore the interactions between environment and society to learn how human activities modify Earth, how resources are used, and how physical systems, such as climate, present risks to humans. These regional conditions, both physical and cultural, create unique landscapes, an understanding of which lays the foundation for learning about connections to other peoples and places on Earth. There are multiple approaches that can be employed to teach these standards including teaching the physical systems and human conditions (i.e., the first indicator in each standard) for each of the continents in one unit or by interweaving indicators within one standard while teaching regionally. If teaching regionally, the continents do not necessarily have to be taught in alphabetical order as they are listed. Regardless of the approach, these standards and indicators promote inquiry. Instruction should utilize the geographical thinking skills and themes developed for grade seven. The progression of developmentally appropriate geographical thinking skills begins in kindergarten and builds with each year of geography instruction. These skills are aligned with the Profile of the South Carolina Graduate to include the characteristics of world-class knowledge, world-class skills, and life and career. Geographic literacy and geographic skills help students to understand past and current Earth conditions and better plan for the future. "
215,"Standard 1","Analyze the cultural, economic, environmental, physical, political, and population geographies of contemporary Africa. "
216,"Understanding","Africa is a geographically diverse continent with a variety of physical features and social structures. The physical and cultural regional conditions create unique African landscapes, an understanding of which lays the foundation for learning about the continent’s connection to the other peoples and places on Earth. "
217,"7.1.1.PR","Identify select African physical systems and human characteristics of places. This indicator was designed to encourage inquiry into the primary physical and human characteristics of places within the African continent, such as landforms, water bodies, countries, and cities. "
218,"7.1.2.ER","Identify climate and vegetation regions of Africa and the spatial distributions and patterns of natural resources, including the impact of their location on human activities. Africa This indicator was designed to encourage inquiry into the distribution and pattern of physical systems within the African continent and how the locations and characteristics of these systems influence livelihood choices available to people. "
219,"7.1.3.HS","Explain Africa’s current human population distributions and patterns, and use geographic models to compare the conditions driving migration and demographic change. This indicator was designed to encourage inquiry into the distribution and pattern of human populations within the African continent, why they are located where they are, and how those patterns change over time through economic, environmental, and politically driven migration. "
220,"7.1.4.HS","Compare and contrast the dynamic physical and human conditions that lead to the creation of ethnic, gender, language, and religious landscapes of African societies. This indicator was designed to encourage inquiry into the distribution and pattern of culture traits within the African Continent Standards continent, how they emerge, and how those patterns can change over time as they diffuse to other locations or contract and even disappear when confronted by other culture traits. "
221,"7.1.5.HS","Identify and analyze the current political borders using maps, and explain the connections between African places and other continents based upon factors such as colonialism, imperialism, independence movements, and regional alliances. This indicator was designed to encourage inquiry into the various ways that spaces have been divided and controlled within the African continent by different culture groups throughout history. "
222,"7.1.6.AG","Gather evidence and construct a map or model to investigate a significant contemporary cultural, economic, or political issue facing Africa at the local, regional, or global scale. "
223,"Standard 2","Analyze the cultural, economic, environmental, physical, political, and population geographies of contemporary Asia. "
224,"Understanding","Asia is a geographically diverse continent with a variety of physical features and social structures. The physical and cultural regional conditions create unique Asian landscapes, an understanding of which lays the foundation for learning about the continent’s connection to the other peoples and places on Earth. "
225,"7.2.1.PR","Identify select Asian physical systems and human characteristics of places. This indicator was designed to encourage inquiry into the Asia primary physical and human characteristics of places within the Asian continent, such as landforms, water bodies, countries, and cities. "
226,"7.2.2.ER","Identify climate and vegetation regions of Asia and the spatial distributions and patterns of natural resources, including the impact of their location on human activities. This indicator was designed to encourage inquiry into the distribution and pattern of physical systems within the Asian continent and how the locations and characteristics of these systems influence livelihood choices available to people. "
227,"7.2.3.HS","Explain Asia’s current human population distributions and Continent Standards patterns, and use geographic models to compare the conditions driving migration and demographic change. This indicator was designed to encourage inquiry into the distribution and pattern of human populations within the Asian continent, why they are located where they are, and how those patterns change over time through economic, environmental, and politically driven migration. "
228,"7.2.4.HS","Compare and contrast the physical and human conditions that lead to the creation of dynamic ethnic, gender, language, and religious landscapes of Asian societies. This indicator was designed to encourage inquiry into the distribution and pattern of culture traits within the Asian continent, how they emerge, and how those patterns can change over time as they diffuse to other locations or contract and even disappear when confronted by other culture traits. "
229,"7.2.5.HS","Identify and analyze the current political borders using maps, and explain the economic, political, and social connections between Asian places and other continents. This indicator was designed to encourage inquiry into the various ways that spaces have been divided and controlled within the Asian continent by different culture groups throughout history. "
230,"7.2.6.AG","Gather evidence and construct a map or model to investigate a significant contemporary cultural, economic, or political issue facing Asia at the local, regional, or global scale. "
231,"Standard 3","Analyze the cultural, economic, environmental, physical, political, and population geographies of contemporary Australia, Oceania, and Antarctica. "
232,"Understanding","Australia and the southern Pacific (including Antarctica) is a geographically diverse area with a variety of physical features and social structures. The physical and cultural regional conditions create unique Australia, landscapes, an understanding of which lays the foundation for learning about the Oceania, area’s connection to the other peoples and places on Earth. "
233,"7.3.1.PR","Identify select Australia, Oceania, and Antarctica physical systems and human characteristics of places. This indicator was designed to encourage inquiry into the Continent Standards primary physical and human characteristics of places within the region being studied such as landforms, water bodies, countries, and cities. "
234,"7.3.2.ER","Identify climate and vegetation regions and the spatial distributions and patterns of natural resources, including the impact of their location on human activities. This indicator was designed to encourage inquiry into the distribution and pattern of physical systems within the Australia, Oceania, and Antarctic region and how the locations and characteristics of these systems influence livelihood choices available to people. "
235,"7.3.3.HS","Explain the current human population distributions and patterns of Australia, Oceania, and Antarctica, and use geographic models to compare the conditions driving migration and demographic change. This indicator was designed to encourage inquiry into the distribution and pattern of human populations within the Australia, Oceania, and Antarctic region, why they are located where they are, and how those patterns change over time through economic, environmental, and politically driven migration. "
236,"7.3.4.HS","Compare and contrast the dynamic physical and human conditions that lead to the creation of ethnic, gender, language, and religious landscapes of Australia, Oceania, and Antarctica. This indicator was designed to encourage inquiry into the distribution and pattern of culture traits within the Australia, Oceania, and Antarctic region, how they emerge, and how those patterns can change over time as they diffuse to other locations or contract and even disappear when confronted by other culture traits. "
237,"7.3.5.HS","Identify and analyze the current political boarders using maps, and explain resource relationships between Australia, Oceania, and Antarctica and other continents. This indicator was designed to encourage inquiry into the various ways that spaces have been divided and controlled within the Australia, Oceania, and Antarctic region by Continent Standards different culture groups throughout history. "
238,"7.3.6.AG","Gather evidence and construct a map or model to investigate a significant contemporary cultural, economic, or political issue facing Australia, Oceania, or Antarctica at the local, regional, or global scale. "
239,"Standard 4","Analyze the cultural, economic, environmental, physical, political, and population geographies of contemporary Europe. "
240,"Understanding","Europe is a geographically diverse continent with a variety of physical features and social structures. The physical and cultural regional conditions create unique European landscapes, an understanding of which lays the foundation for learning about the continent’s connection to the other peoples and places on Earth. "
241,"7.4.1.PR","Identify select European physical systems and human characteristics of places. This indicator was designed to encourage inquiry into the primary physical and human characteristics of places within the European continent, such as landforms, water bodies, countries, and cities. "
242,"7.4.2.ER","Identify climate and vegetation regions and the spatial distributions and patterns of natural resources, including the Europe impact of their location on human activities. This indicator was designed to encourage inquiry into the distribution and pattern of physical systems within the European continent and how the locations and characteristics of these systems influence livelihood choices available to people. "
243,"7.4.3.HS","Explain Europe’s current human population distributions and patterns, and use geographic models to compare the conditions driving migration and demographic change. This indicator was designed to encourage inquiry into the distribution and pattern of human populations within the European continent, why they are located where they are, and how those patterns change over time through economic, environmental, and politically driven migration. "
244,"7.4.4.HS","Compare and contrast the dynamic physical and human conditions that lead to the creation of ethnic, gender, language, Continent Standards and religious landscapes of European societies. This indicator was designed to encourage inquiry into the distribution and pattern of culture traits within the European continent, how they emerge, and how those patterns can change over time as they diffuse to other locations or contract and even disappear when confronted by other culture traits. "
245,"7.4.5.HS","Identify and analyze the current political borders using maps, and explain the connections between European countries based upon centripetal and centrifugal forces, as well as connections between European places and other continents. This indicator was designed to encourage inquiry into the various ways that spaces have been divided and controlled within the European continent by different culture groups throughout history. "
246,"7.4.6.AG","Gather evidence and construct a map or model to investigate a significant contemporary cultural, economic, or political issue facing Europe at the local, regional, or global scale. "
247,"Standard 5","Analyze the cultural, economic, environmental, physical, political, and population geographies of contemporary North America. "
248,"Understanding","North America is a geographically diverse continent with a variety of physical features and social structures. The physical and cultural regional conditions create unique North American landscapes, an understanding of which lays the foundation for learning about the continent’s connection to the other peoples and places on Earth. "
249,"7.5.1.PR","Identify select North American physical systems and human characteristics of places. North America This indicator was designed to encourage inquiry into the primary physical and human characteristics of places within the North American continent, such as landforms, water bodies, countries, and cities. "
250,"7.5.2.ER","Identify climate and vegetation regions and the spatial distributions and patterns of natural resources, including the impact of their location on human activities. This indicator was designed to encourage inquiry into the distribution and pattern of physical systems within the North American continent and how the locations and characteristics Continent Standards of these systems influence livelihood choices available to people. "
251,"7.5.3.HS","Explain North America’s current human population distributions and patterns, and use geographic models to compare the conditions driving migration and demographic change. This indicator was designed to encourage inquiry into the distribution and pattern of human populations within the North American continent, why they are located where they are, and how those patterns change over time through economic, environmental, and politically driven migration. "
252,"7.5.4.HS","Compare and contrast the dynamic physical and human conditions that lead to the creation of ethnic, gender, language, and religious landscapes of North American societies. This indicator was designed to encourage inquiry into the distribution and pattern of culture traits within the North American continent, how they emerge, and how those patterns can change over time as they diffuse to other locations or contract and even disappear when confronted by other culture traits. "
253,"7.5.5.HS","Identify and analyze the current political borders using maps, explain the economic, political, and social inequalities present in North American societies, and explain the connections between North American places and other continents. This indicator was designed to encourage inquiry into the various ways that spaces have been divided and controlled within the North American continent by different culture groups throughout history. "
254,"7.5.6.AG","Gather evidence and construct a map or model to investigate a significant contemporary cultural, economic, or political issue facing North America at the local, regional, or global scale. "
255,"Standard 6","Analyze the cultural, economic, environmental, physical, political, and population geographies of contemporary South America. "
256,"Understanding","South America is a geographical structure. The physical and cultural regional conditions create unique South American landscapes, an understanding of which lays the foundation for learning about the continent’s connection to the other peoples and places on Earth. "
257,"7.6.1.PR","Identify select South American physical systems (e.g., landforms and bodies of water), and human characteristics of places (e.g., countries and cities). This indicator was designed to encourage inquiry into the primary physical and human characteristics of places within the South American continent, such as landforms, water bodies, countries, and cities. "
258,"7.6.2.ER","Identify climate and vegetation regions and the spatial distributions and patterns of natural resources, including the impact of their location on human activities. This indicator was designed to encourage inquiry into the distribution and pattern of physical systems within the South American continent and how the locations and characteristics of these systems influence livelihood choices available to people. "
259,"7.6.3.HS","Explain South America’s current human population distributions and patterns, and use geographic models to compare the conditions driving migration and demographic change. This indicator was designed to encourage inquiry into the distribution and pattern of human populations within the South American continent, why they are located where they are, and how those patterns change over time through economic, environmental, and politically driven migration. "
260,"7.6.4.HS","Compare and contrast the dynamic physical and human conditions that lead to the creation of ethnic, gender, language, and religious landscapes of South American societies. This indicator was designed to encourage inquiry into the distribution and pattern of culture traits within the South American continent, how they emerge, and how those patterns can change over time as they diffuse to other locations or contract and even disappear when confronted by other culture traits. "
261,"7.6.5.HS","Identify and analyze the current political borders using maps, explain the economic, political, and social inequalities present Continent Standards in South American societies, and explain the connections between South American places and other continents This indicator was designed to encourage inquiry into the various ways that spaces have been divided and controlled within the South American continent by different culture groups throughout history. "
262,"7.6.6.AG","Gather evidence and construct a map or model to investigate a significant contemporary cultural, economic, or political issue facing South America at the local, regional, or global scale. Grade 8 South Carolina and the United States Students will study the history of South Carolina, within context of United States history in grade eight. This study begins with South Carolina’s colonial development and settlement as a British colony. South Carolinians played pivotal roles throughout the American Revolution and the Constitutional Convention, which established the foundations for the new nation. Sectional division came as a result of the growing institution of slavery, interpretations of the role of government, and expansion of the nation. South Carolina led the secession of Southern states, culminating in the Civil War. As the nation attempted to heal the wounds of the war, Reconstruction policies brought about political change while sectional division remained. The end of the 19th century ushered in industrialization to South Carolina and the nation, providing new opportunities for many people. Throughout the 20th century, South Carolina emerged as a national leader for defense production, agriculture, and tourism. As the state grew economically, social change was also brought on by the Civil Rights Movement. During the turn of the 21st century, South Carolina continues to attract businesses and people, while continuing to find solutions to new challenges. Instruction should utilize the historical thinking skills and themes developed for grade eight. The progression of developmentally appropriate historical thinking skills begins in kindergarten and builds with each year of history instruction. These historical thinking skills are aligned with the Profile of the South Carolina Graduate, with a focus on world-class knowledge, world-class skills, and life and career characteristics. The indicators of standard one represent the skills utilized by students in each grade level to further explore the content. These skills have been deconstructed to aid in the scaffolding of student thinking and are not to be taught in isolation. The Social Studies grade-level standards are categorized into content- and discipline-specific themes. These themes allow for connections to be made between content when teaching chronologically, the ability to teach thematically rather than chronologically, and to support project- or problem-based learning. These themes also allow students the opportunity to create change by engaging in civic participation. "
263,"Standard 1","Demonstrate an understanding of the development of South Carolina during the settlement and colonization of North America in the period of 1500– 1756. "
264,"Understanding","The Carolina colony was composed of indigenous, immigrant, and enslaved populations. Various factors across North America and the Carolina colony facilitated the eventual emergence of an American national identity. "
265,"8.1.CO","Compare the three British North American colonial regions economically, politically, socially, and in regard to labor development. This indicator was developed to encourage inquiry into how the three British colonial regions developed in terms of their culture, economies, geography, and labor. The indicator was also developed to encourage inquiry into the unique story of the development of South Carolina. "
266,"8.1.CE","Analyze the factors that contributed to the development of South Settlement and Carolina’s economic system and the subsequent impacts on different Development populations within the colony. This indicator was designed to encourage inquiry into the geographic and human factors that contributed to the development of South Carolina’s economic system. This indicator was also written to encourage inquiry into South Carolina’s distinct social and economic system as influenced by British Barbados. "
267,"8.1.P","Summarize major events in the development of South Carolina which impacted the economic, political, and social structure of the colony. This indicator was designed to encourage inquiry into the development of South Carolina as a result of mercantilist policies, which ranged from the Navigation Acts to trade with Native Americans to the use of enslaved people as labor. This indicator was also designed to promote inquiry into agricultural development, using the rice-growing knowledge of enslaved West Africans. "
268,"8.1.CX","Contextualize the development of South Carolina’s political institutions during the colonization of British North America. This indicator was designed to encourage inquiry into the development of the political structure of the South Carolina colony from the development of Charles Towne under English control to the movement toward self-rule. "
269,"8.1.CC","Analyze the changes and continuities of the Native Americans’ experiences prior to and as a result of settlement and colonization. This indicator was developed to encourage inquiry into Native American civilizations and cultures prior to European contact and their interactions with Europeans during the period of settlement and colonization, including their efforts to preserve their cultures. "
270,"8.1.E","Utilize a variety of primary and secondary sources to examine multiple perspectives and influences of the economic, political, and social effects of South Carolina’s settlement and colonization on the development of various forms of government across the colonies. "
271,"Standard 2","Demonstrate an understanding of how South Carolinians and Americans created a revolutionary form of government during the period of 1757– 1815. "
272,"Understanding","Political and economic developments underscored how the colonists in British North America had become uniquely American, prompting the development of a new nation. Drawing on their experience under British rule, the founding generation created a government with shared powers between the state and federal institutions. "
273,"8.2.CO","Compare the motives and demographics of loyalists and patriots within South Carolina and the colonies. Revolution and Identity This indicator was developed to encourage inquiry into the economic, political, and social motivations of the patriots and the loyalists in the era of the American Revolution. "
274,"8.2.CE","Explain the economic, political, and social factors surrounding the American Revolution. This indicator was developed to encourage inquiry into how the colonies began to unify to create a distinctive American identity over the course of events of the American Revolution. "
275,"8.2.P","Analyze significant founding principles that led to the development of federalism in South Carolina and the United States. This indicator was designed to encourage inquiry into the development of the Constitution, Declaration of Independence, the Articles of Confederation, and representative democracy. "
276,"8.2.CX","Contextualize the roles of various groups of South Carolinians as the colonies moved toward becoming an independent nation. This indicator was developed to encourage inquiry into the motivations of colonists during the American Revolution and the progression of conflict and failed compromise that ultimately led to revolution. "
